,id,course_id,come,avg_grade_point
0,0,4,1,3.0000306218554593
1,1,4,1,3.5291646064180635
2,2,4,1,2.156416914401058
3,3,4,1,2.2921533708268944
4,4,4,1,2.9136803104782576
5,5,4,1,1.6588676348000209
6,6,4,1,2.948477915448226
7,7,4,1,2.5239662966087613
8,8,4,1,1.4797821326448348
9,9,4,1,2.203423776096596
10,10,4,1,1.6076462390440662
11,11,4,1,2.979293591920491
12,12,4,1,2.7351862451538835
13,13,4,1,2.787049784690809
14,14,4,1,2.7836803698803667
15,15,4,1,3.052144887419687
16,16,4,1,3.0876168248439853
17,17,4,1,2.6849913513388097
18,18,4,1,1.4585363604064754
19,19,4,1,1.9642593147303367
20,20,4,1,1.0807276689964709
21,21,4,1,2.8639822013437453
22,22,4,1,1.0
23,23,4,1,1.5254228095648188
24,24,4,1,2.826876372597268
25,25,4,1,2.3564930779580995
26,26,4,1,1.9574436635592312
27,27,4,1,2.8430991607473928
28,28,4,1,2.1588868335905893
29,29,4,1,1.3524524534128848
30,30,4,1,2.7176892677944284
31,31,4,1,3.376856859251413
32,32,4,1,2.636965534578206
33,33,4,1,2.179846227308063
34,34,4,1,2.0826251288835786
35,35,4,1,3.6235156124447294
36,36,4,1,2.6727800697881614
37,37,4,1,1.393940590414556
38,38,4,1,2.356077757071986
39,39,4,1,3.032552201660368
40,40,4,1,2.7391814310387916
41,41,4,1,2.309124587894531
42,42,4,1,1.1037657208652123
43,43,4,1,1.552993810102866
44,44,4,1,1.9639042663918422
45,45,4,1,1.678480278483407
46,46,4,1,3.041367377929585
47,47,4,1,2.7658949416806116
48,48,4,1,2.6631036097086724
49,49,4,1,1.802942234633155
50,50,4,1,2.5826809885515307
51,51,4,1,2.3978804964076312
52,52,4,1,1.5810711759770448
53,53,4,1,2.508448195004637
54,54,4,1,2.4498042117003753
55,55,4,1,2.3079342241939456
56,56,4,1,2.500655080231835
57,57,4,1,2.212047831810543
58,58,4,1,2.665742867292056
59,59,4,1,3.218688678074475
60,60,4,1,3.5032480738176455
61,61,4,1,2.8591932123731953
62,62,4,0,1.9302410507175551
63,63,4,1,2.2006219697914977
64,64,4,1,3.296092552923573
65,65,4,1,2.420926433540198
66,66,4,1,2.65840599986553
67,67,4,1,2.4558050199890626
68,68,4,1,2.616391835169343
69,69,4,0,1.9443160163874007
70,70,4,1,1.4853901832660306
71,71,4,1,1.8317164914167265
72,72,4,1,1.880950583252138
73,73,4,1,2.594828615980088
74,74,4,1,1.5387094331767865
75,75,4,1,1.4776554745026012
76,76,4,0,2.2651060123641775
77,77,4,0,2.222753495649539
78,78,4,1,2.0214457095213616
79,79,4,0,1.9597727398964468
80,80,4,1,2.134893812979062
81,81,4,1,3.017681451121845
82,82,4,1,1.3889203128864605
83,83,4,1,2.093769806211804
84,84,4,1,4.0
85,85,4,1,1.9836214234166962
86,86,4,1,2.335163970565599
87,87,4,1,2.2050483108204273
88,88,4,1,2.32798521783919
89,89,4,1,2.210064894049144
