,id,course_id,come,avg_grade_point
0,0,1,1,3.1888806577234803
1,1,1,1,2.713169475638435
2,2,1,1,2.529704711928056
3,3,1,1,3.541344154863766
4,4,1,1,3.655945345220628
5,5,1,1,3.346416717252334
6,6,1,1,3.417665061992295
7,7,1,1,2.888572450005764
8,8,1,1,2.476516003498115
9,9,1,1,2.00172275945847
10,10,1,1,2.6598744895273896
11,11,1,1,3.36886528007897
12,12,1,1,2.3616950899237024
13,13,1,1,3.965373324692489
14,14,1,1,2.07686823166223
15,15,1,1,2.9619986384034576
16,16,1,0,2.2629899354063
17,17,1,1,3.739132499109384
18,18,1,1,3.2129439637101327
19,19,1,1,3.145949120658364
20,20,1,1,2.5170622027283343
21,21,1,1,3.1703131291750735
22,22,1,1,2.8001354991891736
23,23,1,1,2.6492581171988476
24,24,1,1,1.9912986342655374
25,25,1,1,1.7694702545020142
26,26,1,1,2.3960154893678927
27,27,1,1,3.318356460339198
28,28,1,1,2.748293840684881
29,29,1,1,2.105660464328034
30,30,1,1,2.465580890140658
31,31,1,1,2.776207184399449
32,32,1,1,2.549822668326019
33,33,1,1,2.753752419242348
34,34,1,1,3.1105867279208823
35,35,1,0,2.225072455493359
36,36,1,1,3.6933231055153115
37,37,1,1,3.768057892565893
38,38,1,1,2.149574874253105
39,39,1,1,3.1208995529316255
40,40,1,0,2.164890992117159
41,41,1,1,3.2241809514419915
42,42,1,1,2.737502860686012
43,43,1,0,1.0
44,44,1,1,2.557739007513251
45,45,1,1,3.8812817828133603
46,46,1,1,1.741503871866216
47,47,1,0,2.4301158954608537
48,48,1,1,2.818075838393541
49,49,1,1,4.0
50,50,1,1,2.928382149794987
51,51,1,1,3.7977245550560177
52,52,1,1,3.1240765343271457
53,53,1,1,2.7042750252803414
54,54,1,1,3.3602454360224785
55,55,1,1,2.939728944095256
56,56,1,1,3.47703474956655
57,57,1,1,3.9141760120363
58,58,1,1,3.321310035056982
59,59,1,1,1.9811147164134286
60,60,1,1,3.0649100481307108
61,61,1,1,2.2996120439003596
62,62,1,1,3.1399843264823
63,63,1,1,3.075216967707292
64,64,1,1,2.2351999675774668
65,65,1,1,2.9005858774624147
66,66,1,1,3.1050636716056776
67,67,1,1,2.4309709498463583
68,68,1,1,3.092379628931792
69,69,1,1,2.6193974782549088
70,70,1,1,3.2666116980164865
71,71,1,1,2.8567921739009305
72,72,1,1,2.975881817829613
73,73,1,1,2.196432566818121
74,74,1,1,1.612032300981813
75,75,1,1,3.23357538847095
76,76,1,1,3.801028456798256
77,77,1,0,1.5432964488830208
78,78,1,1,2.566824282788849
79,79,1,1,2.8753376969792157
80,80,1,0,3.0666568785608295
81,81,1,1,3.2601883590971505
82,82,1,1,3.859344547300364
83,83,1,1,3.4883816872653473
84,84,1,1,2.2292325149562915
85,85,1,1,1.0740962879610787
86,86,1,1,3.2748299950822366
87,87,1,1,3.0433493480300564
88,88,1,1,2.4942558916413207
89,89,1,1,2.5255980200693906
